Material Number,Material_Key__c,Description,Multi_Use_Demo__c
526278,526278-US60-10,LIGHT CARRIER TYPE 45J,TRUE
526280,526280-US60-10,LIGHT CARRIER TYPE 45R,TRUE
526282,526282-US60-10,LIGHT CARRIER TYPE 50J,TRUE
526284,526284-US60-10,LIGHT CARRIER TYPE 50R,TRUE
526350,526350-US60-10,LIGHT CARRIER FOR 522300/522300P,TRUE
526351,526351-US60-10,LIGHT CARRIER FOR 522301,TRUE
526352,526352-US60-10,LIGHT CARRIER FOR 522302,TRUE
526360,526360-US60-10,LIGHT CARRIER LEFT FOR 522305/522305P,TRUE
526361,526361-US60-10,LIGHT CARRIER RIGHT FOR 522305/522305P,TRUE
526362,526362-US60-10,LIGHT CARRIER LEFT FOR 522310/522310P,TRUE
526363,526363-US60-10,LIGHT CARRIER RIGHT FOR 522310/522310P,TRUE
526370,526370-US60-10,LIGHT CARRIER RIGHT FOR 522210,TRUE
526371,526371-US60-10,LIGHT CARRIER LEFT FOR 522210,TRUE
526375,526375-US60-10,LIGHT CARRIER RIGHT FOR 522207,TRUE
526376,526376-US60-10,LIGHT CARRIER LEFT FOR 522207,TRUE
526500,526500-US60-10,LIGHT CARRIER OVAL TYPE 17OV,TRUE
526505,526505-US60-10,LIGHT CARRIER OVAL TYPE 18OV,TRUE
526510,526510-US60-10,LIGHT CARRIER FOR 521450,TRUE
526512,526512-US60-10,LIGHT CARRIER FOR 521455,TRUE
526515,526515-US60-10,LIGHT CARRIER FOR 521460,TRUE
526516,526516-US60-10,LIGHT CARRIER FOR 521465,TRUE
526520,526520-US60-10,LIGHT CARRIER FOR 522230,TRUE
526521,526521-US60-10,LIGHT CARRIER FOR 522221,TRUE
526524,526524-US60-10,LIGHT CARRIER FOR 522222,TRUE
526525,526525-US60-10,LIGHT CARRIER FOR 522225/522225P,TRUE
526526,526526-US60-10,LIGHT CARRIER FOR 522206,TRUE
526527,526527-US60-10,LIGHT CARRIER FOR 522209,TRUE
526528,526528-US60-10,LIGHT CARRIER FOR 522216,TRUE
526529,526529-US60-10,LIGHT CARRIER FOR 522224,TRUE
526640,526640-US60-10,LIGHT CARRIER FOR 523640,TRUE
526642,526642-US60-10,LIGHT CARRIER FOR 523642,TRUE
526644,526644-US60-10,LIGHT CARRIER FOR 523644,TRUE
526646,526646-US60-10,LIGHT CARRIER FOR 523646,TRUE
526648,526648-US60-10,LIGHT CARRIER FOR 523648,TRUE
526649,526649-US60-10,LIGHT CARRIER FOR 526649,TRUE
527500,527500-US60-10,LIGHT CARRIER OVAL SMALL 20CM,TRUE
527505,527505-US60-10,LIGHT CARRIER OVAL SMALL 25CM,TRUE
527510,527510-US60-10,LIGHT CARRIER OVAL SMALL 30CM,TRUE
527515,527515-US60-10,LIGHT CARRIER OVAL SMALL 35CM,TRUE
527520,527520-US60-10,LIGHT CARRIER OVAL SMALL 40CM,TRUE
527525,527525-US60-10,LIGHT CARRIER OVAL SMALL 45CM,TRUE
527550,527550-US60-10,LIGHT CARRIER OVAL MEDIUM 30CM,TRUE
527555,527555-US60-10,LIGHT CARRIER OVAL MEDIUM 35CM,TRUE
527560,527560-US60-10,LIGHT CARRIER OVAL MEDIUM 40CM,TRUE
527565,527565-US60-10,LIGHT CARRIER OVAL MEDIUM 45CM,TRUE
527580,527580-US60-10,LIGHT CARRIER OVAL LARGE 40CM,TRUE
527583,527583-US60-10,LIGHT CARRIER OVAL LARGE 45CM,TRUE
527585,527585-US60-10,LIGHT CARRIER OVAL LARGE 53CM,TRUE
527586,527586-US60-10,LIGHT CARRIER RIGHT FOR 522229,TRUE
527587,527587-US60-10,LIGHT CARRIER LEFT FOR 522229,TRUE
527800,527800-US60-10,LIGHT CARRIER-CABLE JAKO LG LT,TRUE
527805,527805-US60-10,LIGHT CARRIER-CABLE JAKO LG RT,TRUE
527810,527810-US60-10,LIGHT CARRIER-CABLE JAKO MD LT,TRUE
527815,527815-US60-10,LIGHT CARRIER-CABLE JAKO MD RT,TRUE
527820,527820-US60-10,LIGHT CARRIER-CABLE JAKO SM LT,TRUE
527825,527825-US60-10,LIGHT CARRIER-CABLE JAKO SM RT,TRUE
527830,527830-US60-10,LIGHT CARRIER-CABLE RT 522242,TRUE
527835,527835-US60-10,LIGHT CARRIER-CABLE LT 522242,TRUE
527850,527850-US60-10,LIGHT CARRIER-CABLE,TRUE
527853,527853-US60-10,LIGHT CARRIER-CABLE FOR 522255,TRUE
527860,527860-US60-10,LIGHT CARRIER-CABLE,TRUE
527862,527862-US60-10,LIGHT CARRIER-CABLE FOR 522238,TRUE
527863,527863-US60-10,LIGHT CARRIER-CABLE FOR 522237,TRUE
527864,527864-US60-10,LC FOR 52-2190 OSSOFF PILLING,TRUE
527865,527865-US60-10,LC FOR 52-2191 OSSOFF PILLING,TRUE
527866,527866-US60-10,REPLACEMENT LIGHT CARRIER FOR 522193,TRUE
527868,527868-US60-10,LIGHT CARRIER FOR 522196 AND 522221,TRUE
534203,534203-US60-10,"TROCAR PATTERSON SIZE 3 7.5""",TRUE
536100,536100-US60-10,"ADSON CVD 14FR 7.75""",TRUE
536103,536103-US60-10,"ADSON STR 12FR 8.0""",TRUE
536104,536104-US60-10,"SUC TUBE ADSON CVD 12FR 8.0""",TRUE
536105,536105-US60-10,"ADSON CVD 10FR 6.50""",TRUE
536107,536107-US60-10,POOLE PED 16 FR,TRUE
536220,536220-US60-10,"ANDREWS PYNCHON SUCTION TUBE 10-3/8""",TRUE
536275,536275-US60-10,"FCPS LORE HOLDING 6.25""",TRUE
540111,540111-US60-10,"FCPS BRIDGE CVD 7.0""",TRUE
540140,540140-US60-10,"LAWRENCE FCPS CVD 7""",TRUE
540150,540150-US60-10,"FCPS MEEKER ANG 6.75""",TRUE
541094,541094-US60-10,"FCPS TISSUE BABY ALLIS 3 X 4 TTH 5""",TRUE
541100,541100-US60-10,"FCPS TISSUE ALLIS DELICATE 2 X 3 TTH 6""",TRUE
541120,541120-US60-10,"FCPS TISSUE ALLIS DELICATE 3 X 4 TTH 6""",TRUE
550190,550190-US60-10,"FCPS MASTIN MUSCLE 7.6""",TRUE
584160,584160-US60-10,"HATFIELD SET 9.0""",TRUE
586240,586240-US60-10,"SAYRE D/E 6.5""",TRUE
586250,586250-US60-10,"ELEVATOR KEY PERIOSTEAL 1/8""",TRUE
594400,594400-US60-10,"HOEN HOOK SHRT PRNG 8.75""",TRUE
594402,594402-US60-10,"HOOK HOEN LONG PRONG 8.75""",TRUE
616370,616370-US60-10,"FCPS PENNINGTON 8.25""",TRUE
622700,622700-US60-10,"SMITHWICK HOOK & DIS 12.0""",TRUE
640200,640200-US60-10,"POTTS SMITH DIS SCIS 7.5""",TRUE
640205,640205-US60-10,"POTTS SMITH SCISS CVD 9.0""",TRUE
640210,640210-US60-10,"SCIS POTTS-SMITH 25 DEG 7.0""",TRUE
640212,640212-US60-10,"SCIS POTTS-SMITH DEL 45 DEG 7.0""",TRUE
640214,640214-US60-10,"SCIS POTTS-SMITH DEL 60 DEG 7.0""",TRUE
640216,640216-US60-10,"SCIS POTTS-SMITH 130 DEG 7.0""",TRUE
640225,640225-US60-10,"SCIS POTTS-SMITH 25 DEG 7.0""",TRUE
640245,640245-US60-10,"SCISSOR POTTS-SMITH 45 DEG 7.0""",TRUE
640260,640260-US60-10,"SCIS POTTS-SMITH 60 DEG 7.0""",TRUE
640280,640280-US60-10,"POTTS TENOTOMY SCIS 6.0""",TRUE
640524,640524-US60-10,"BONNEY TISSUE FORCEP 1X2 6.75""",TRUE
650110,650110-US60-10,HUDSON BURR 9MM,TRUE
654180,654180-US60-10,"ADSON DISSECT HK BLT 7.75""",TRUE
654181,654181-US60-10,"ADSON DISSEC HK SHRP 7.75""",TRUE
654190,654190-US60-10,"HOOK DURA FRAZIER BLUNT 4-3/4""",TRUE
654191,654191-US60-10,"HOOK DURA FRAZIER SHARP 4-3/4""",TRUE
728001,728001-US60-10,"Hook Scissors, Monopolar, 5mm, 45cm",TRUE
728005,728005-US60-10,"Supercut Scissors, 5mm, 45cm",TRUE
728007,728007-US60-10,"Supercut Scissors, Monopolar, 5mm, 45cm",TRUE
728011,728011-US60-10,"Micro Scissors, Curved Left, 5mm, 35cm",TRUE
728012,728012-US60-10,"Maryland Dissect, Monopolar, 5mm, 35cm",TRUE
728013,728013-US60-10,"Maryland Dissect, Monopolar, 5mm, 45cm",TRUE
728020,728020-US60-10,"Forcep Diss, Tapered, Mono, 5mm, 35cm",TRUE
728022,728022-US60-10,FCP DISS TPRD RTN MONO 5MM (45CM),TRUE
728024,728024-US60-10,"GRASP FCPS, STRAIGHT, MONO, 5MM, 35CM",TRUE
728028,728028-US60-10,"Micro Dissect Fcps, Monopolar, 5mm, 35cm",TRUE
728029,728029-US60-10,"Micro Diss Fcps,Rotating, Mono,5mm, 35cm",TRUE
728030,728030-US60-10,"Strong Grasping Fcps, Mono, 5mm, 35cm",TRUE
728031,728031-US60-10,FCP STRG GRSP MONO 5MM (45CM),TRUE
728035,728035-US60-10,"Biopsy Fcps, Oval, Monopolar, 5mm, 45cm",TRUE
728036,728036-US60-10,"Biopsy Fcps, w/Tooth, Mono, 5mm, 35cm",TRUE
728037,728037-US60-10,"Biopsy Fcps, w/Tooth, Mono, 5mm, 45cm",TRUE
728039,728039-US60-10,"Hook Biopsy Punch, Monopolar, 5mm, 45cm",TRUE
728040,728040-US60-10,"Biopsy Punch, Monopolar, 5mm, 35cm",TRUE
728041,728041-US60-10,"Biopsy Punch, Monopolar, 5mm, 45cm",TRUE
728043,728043-US60-10,"Grasp Fcp, Strght, RLw/Ratchet 5mm, 35cm",TRUE
728044,728044-US60-10,FCP GRSP DUALCUP W/ RTCHET INS 5MM(35CM),TRUE
728045,728045-US60-10,FCP GRSP DUALCUP W/ RTCHET INS 5MM(45CM),TRUE
728053,728053-US60-10,FCP GRSP DA LG RLK RTCHET 5MM (45CM),TRUE
728055,728055-US60-10,FCP RTRCT GRSP RLK RTCHET 5MM (37CM),TRUE
728058,728058-US60-10,FCP GRSP TC RT LK RTCHET MONO 5MM (37CM),TRUE
728059,728059-US60-10,FCP GRSP SNK TTH DA RTCHET 5MM (35CM),TRUE
728062,728062-US60-10,"Allis Fcp, Ratchet Insul Shaft 5mm, 35cm",TRUE
728063,728063-US60-10,"Allis Fcp, Ratchet Insul Shaft 5mm, 45cm",TRUE
728066,728066-US60-10,"Allis Fcp, Atrau, Rtcht, Insul 5mm, 45cm",TRUE
728067,728067-US60-10,"Allis Fcp, Atrau,R.Lock, Rtcht 5mm, 35cm",TRUE
728070,728070-US60-10,Babcock Fcps Ratchet 5mm 45cm,TRUE
728076,728076-US60-10,"DeBakey Fcps, R.Lock, Ratchet 5mm 45cm",TRUE
728081,728081-US60-10,Maryland Dissect Monopolar 10mm 35cm,TRUE
728091,728091-US60-10,"MIXTER DISSECTOR, ERGO GRIP 10MM, 35CM",TRUE
728098,728098-US60-10,Micro Bipolar Fcps 5mm 35cm,TRUE
728100,728100-US60-10,STANDARD BIPOLAR FCPS 5MM 32CM,TRUE
728101,728101-US60-10,Standard Bipolar Fcps 5mm 45cm,TRUE
728102,728102-US60-10,Grasping Bipolar Fcps 5mm 32cm,TRUE
728108,728108-US60-10,"Needle Holder, TC, Cvd Right, 5mm, 35cm",TRUE
728143,728143-US60-10,CANULA SUCT/IRRIG DUAL VLV 5MM (34CM),TRUE
728157,728157-US60-10,Reducer Sleeve 10/11mm to 5mm,TRUE
728173,728173-US60-10,COAGULATOR RT ANGLED HOOK SUCT 33CM,TRUE
728183,728183-US60-10,ELCTRD RT ANG HOOK SUCT W VLV 33CM,TRUE
730295,730295-US60-10,"RETR HILL 2.5"" X .75""",TRUE
730296,730296-US60-10,"RETR HILL 2 7/8"" X 1 1/8""",TRUE
732101,732101-US60-10,"HOOK RECTAL MARTIN 7.0""",TRUE
740165,740165-US60-10,CATHETER FEMALE 14 FR,TRUE
740166,740166-US60-10,CATHETER FEMALE 16 FR,TRUE
742100,742100-US60-10,CLAMP CIRCUMCISION GOMCO X-SMALL 11MM,TRUE
742102,742102-US60-10,CLAMP CIRCUMCISION GOMCO NEWBORN 13MM,TRUE
742104,742104-US60-10,CLAMP CIRCUMCISION GOMCO INFANT 15MM,TRUE
742106,742106-US60-10,CLAMP CIRCUMCISION GOMCO CHILD 16MM,TRUE
742108,742108-US60-10,CLAMP CIRCUMCISION GOMCO YOUTH 21MM,TRUE
742110,742110-US60-10,CLAMP CIRCUMCISION GOMCO ADULT 26MM,TRUE
746550,746550-US60-10,"CLAMP HERRICK KIDNEY 62MM JAW ANG 9.25""",TRUE
746797,746797-US60-10,"CATHETER GUIDE GUYON CURVED 13""",TRUE
746798,746798-US60-10,"CATHETER GUIDE VAN BUREN CURVED 13""",TRUE
752338,752338-US60-10,"HEGAR UTER DIL SZ 1/2 MM, 7 7/8""",TRUE
752347,752347-US60-10,HEGAR DILATOR S.S. 19/20,TRUE
752348,752348-US60-10,HEGAR DILATOR S.S 21/22,TRUE
752349,752349-US60-10,HEGAR DILATOR S.S. 23/24,TRUE
752351,752351-US60-10,HEGAR DILATOR S.S. 25/26,TRUE
752354,752354-US60-10,HEGAR DILATOR S.S. SET/13,TRUE
752380,752380-US60-10,HANK DILATOR S.S. 9/10 MM,TRUE
752381,752381-US60-10,HANK DILATOR S.S. 11/12MM,TRUE
752382,752382-US60-10,HANK DILATOR S.S. 13/14MM,TRUE
752383,752383-US60-10,HANK DILATOR S.S. 15/16MM,TRUE
752384,752384-US60-10,HANK DILATOR S.S. 17/18MM,TRUE
752385,752385-US60-10,"DILATOR UTERINE HANK 19/20MM 10.5""",TRUE
752390,752390-US60-10,PRATT DILATOR 13 X 15,TRUE
752391,752391-US60-10,PRATT DILATOR 17 X 19,TRUE
752392,752392-US60-10,PRATT DILATOR 21 X 23,TRUE
752393,752393-US60-10,PRATT DILATOR 25 X 27,TRUE
752394,752394-US60-10,PRATT DILATOR 29 X 31,TRUE
752395,752395-US60-10,PRATT DILATOR 33 X 35,TRUE
752396,752396-US60-10,PRATT DILATOR 37 X 39,TRUE
752397,752397-US60-10,PRATT DILATOR 41 X 43,TRUE
752526,752526-US60-10,"FCPS WITTNER BIOPSY 11.5""",TRUE
754125,754125-US60-10,"TENACULUM HULKA PROBE & TOOTH 11.25""",TRUE
754160,754160-US60-10,"WYLIE UTER TENACULUM 9.5""",TRUE
754370,754370-US60-10,"TEALE VULSELLUM 9.5""",TRUE
762500,762500-US60-10,"FCPS PHANEUF STR 8.5""",TRUE
766520,766520-US60-10,"SCHUBERT BIOPSY PUNCH 10-1/4"" (26CM) ANG",TRUE
766522,766522-US60-10,"SCHUBERT BIOPSY FCPS STR 11""",TRUE
770405,770405-US60-10,"FCPS WALLACE CAESAREAN 7.5""",TRUE
770730,770730-US60-10,"FCPS POLK PLACENTA 9.5""",TRUE
790310,790310-US60-10,"VERNON WIRE SCISSORS 5 1/2""",TRUE
790315,790315-US60-10,"VERNON WIRE SCISSORS 7 1/4""",TRUE
790320,790320-US60-10,"MARTIN CARTILAGE SCISSORS SERR 8""",TRUE
801886,801886-US60-10,SPAY HOOK,TRUE
806024,806024-US60-10,"TRAY FLASH SS 10"" X 6.5"" X 2.5""",TRUE
806026,806026-US60-10,SAFETY HANDLE,TRUE
806034,806034-US60-10,"TRAY SS W/COVER 3.25"" X 7"" X 1.75""",TRUE
806040,806040-US60-10,"TRAY SS W/COVER 6"" X 30"" X 3.5""",TRUE
806048,806048-US60-10,"TRAY SS W/COVER 15"" X 10.5"" X 3.5""",TRUE
806050,806050-US60-10,"TRAY SS W/COVER 20"" X 10.5"" X 3.5""",TRUE
806052,806052-US60-10,"TRAY SS W/COVER 20.25"" X 13"" X 3.5""",TRUE
806058,806058-US60-10,"TRAY MAYO PERF 13.75"" X 9.75"" X .75""",TRUE
806060,806060-US60-10,"TRAY MAYO PERF 15"" X 10 5/8"" X 3/4""",TRUE
806062,806062-US60-10,"TRAY MAYO PERF 17"" X 11-5/8"" X 3/4""",TRUE
806064,806064-US60-10,"TRAY MAYO PERF 19"" X 12-5/8"" X 3/4""",TRUE
806066,806066-US60-10,"TRAY MAYO PERF 20-3/4"" X 16-1/4"" X 7/8""",TRUE
806068,806068-US60-10,"TRAY HIGH PERF 9"" X 5"" X 2""",TRUE
806070,806070-US60-10,"TRAY HIGH PERF 10"" X 6.5"" X 2""",TRUE
806072,806072-US60-10,"TRAY HIGH PERF 12.75"" X 10.5"" X 2.5""",TRUE
806074,806074-US60-10,"TRAY MAYO PERF 12.25"" X 7.75"" X 2""",TRUE
806076,806076-US60-10,"TRAY HIGH PERF 16"" X 10"" X 2.5""",TRUE
806078,806078-US60-10,"TRAY MAYO PRF 20.75"" X 12.75"" X2.75""",TRUE
806098,806098-US60-10,"TRAY FLASH SS 9"" X 5"" X 2""",TRUE
806122,806122-US60-10,"INSTR STRINGER 8""",TRUE
840100,840100-US60-10,"WECK RACK 12.0""",TRUE
840105,840105-US60-10,"WECK RACK 15.0""",TRUE
840110,840110-US60-10,"WECK RACK 18.0""",TRUE
840111,840111-US60-10,"WECK RACK SECURITY ROD 12.0""",TRUE
840112,840112-US60-10,"WECK RACK SECURITY ROD 15.0""",TRUE
840113,840113-US60-10,"WECK RACK SECURITY ROD 18.0""",TRUE
840114,840114-US60-10,WECK RACK SEPARATOR CLIP (SET OF 6),TRUE
840116,840116-US60-10,"12"" WECK-RACK RETAINER CLIP",TRUE
840117,840117-US60-10,"15"" RETAINER CLIP",TRUE
840118,840118-US60-10,"18"" RETAINER CLIP",TRUE
840200,840200-US60-10,WORCESTER INSTR HOLDER,TRUE
840210,840210-US60-10,"HOLDER INSTRUMENT 8""",TRUE
840215,840215-US60-10,"INSTRUMENT HOLDER 10""",TRUE
840220,840220-US60-10,INSTRUMENT RACK,TRUE
840221,840221-US60-10,"HOLDER INST 6""",TRUE
840222,840222-US60-10,"HOLDER INST 12""",TRUE
841000,841000-US60-10,KAISER-PILLING THORACOSCOPY ST,TRUE
841010,841010-US60-10,K-P RING FCPS LONG JAW STR,TRUE
841011,841011-US60-10,K-P RING FCPS LONG CURVED JAW,TRUE
841012,841012-US60-10,K-P RING FCPS LONG JAW C-SHAPE,TRUE
841013,841013-US60-10,K-P RING FCPS LONG JAW CVD SIDE,TRUE
841014,841014-US60-10,K-P RING FRCP LG JAW CURV HAND,TRUE
841015,841015-US60-10,KP RING FCP LONGJAW 90 DEG RNG,TRUE
841016,841016-US60-10,KP RING FCP LONGJAW 45 DEG RNG,TRUE
841030,841030-US60-10,K-P RING FCPS SHORT JAW STR,TRUE
841031,841031-US60-10,K-P RING FCPS SHORT JAW CVD,TRUE
841032,841032-US60-10,K-P RING FCPS SHORT JAW C-SHAPE,TRUE
841033,841033-US60-10,K-P RING FCPS SHORT JAW CVD SDE,TRUE
841034,841034-US60-10,KP RING FCP SHORT JAW CVD HDLE,TRUE
841050,841050-US60-10,K-P RING FCPS STR AG,TRUE
841051,841051-US60-10,K-P RING FCPS S SHAPE AG,TRUE
841052,841052-US60-10,K-P RING FCPS CURVED JAW AG,TRUE
841100,841100-US60-10,"K-P BIOPSY FCP, 4MM CUP MALLE.",TRUE
841101,841101-US60-10,"K-P BIOPSY FCP, 4MM CUP RIGCVD",TRUE
841150,841150-US60-10,K-P FCPS ALLIS 2X3 TTH AG,TRUE
841160,841160-US60-10,KP THORACOSCOPIC FCP STRAIGHT,TRUE
841161,841161-US60-10,KP THORACOSCOPIC FCP SLT CURVE,TRUE
841300,841300-US60-10,"K-P SPATULA SLIGHT CURVE 14""",TRUE
841301,841301-US60-10,"K-P SPATULA ACUTE CURVE 14""",TRUE
841302,841302-US60-10,"K-P SPATULA STR 14""",TRUE
841330,841330-US60-10,K-P KNIFE SICKLE R/A SHARP TIP,TRUE
841350,841350-US60-10,K-P YANKAUER WITH THUMB VALVE,TRUE
841351,841351-US60-10,K-P ANDREWS LRG DIAM TUBE,TRUE
841400,841400-US60-10,HOOK BLUNT,TRUE
841401,841401-US60-10,HOOK BLUNT INSULATED,TRUE
841951,841951-US60-10,K-P 2 TIER STERILIZING TRAY,TRUE
850110,850110-US60-10,WECK LIQUID DETERGENT CONC 1 GAL (1-,TRUE
850155,850155-US60-10,WEC-KREEM SUPER CONCENT INST LUBE 1/2GAL,TRUE
850310,850310-US60-10,PATE TRAY POSTS (12 PER PKG),TRUE
850320,850320-US60-10,"TRAY MAYO PERFORATE 19"" X 12 1/2"" X 5/8""",TRUE
850345,850345-US60-10,HANDLES FOR TRAYS S S.,TRUE
850350,850350-US60-10,"PERFORATED TRAY 10"" (1-TRAY SHIPPER)",TRUE
850355,850355-US60-10,"PERFORATED TRAY 15"" (1-TRAY SHIPPER)",TRUE
850360,850360-US60-10,"PERFORATED TRAY 20"" (1-TRAY SHIPPER)",TRUE
850500,850500-US60-10,"CANNULA CLEANER 50 FT COIL 1/8""",TRUE
850502,850502-US60-10,"CANNULA CLEANER 50 FT COIL 3/16""",TRUE
884227,884227-US60-10,IOWA TRUMPET NDL GUIDE,TRUE
910110,910110-US60-10,SCRUB FILE PKG OF 1 DOZ,TRUE
920100,920100-US60-10,"CONTAINER BOTTOM SM 1/2, 285x280x135mm",TRUE
920200,920200-US60-10,"LID SM 1/2, 285x280mm PERFORATED SILVER",TRUE
920400,920400-US60-10,SILICONE MAT PERFORATED SM 225x235mm,TRUE
930100,930100-US60-10,"CONTAINER BOTTOM MED 3/4, 465x280x135mm",TRUE
930200,930200-US60-10,"LID MED 3/4, 465x280mm PERFORATED SILVER",TRUE
930300,930300-US60-10,"TRAY PERF W/FEET MED 3/4, 405x252x110mm",TRUE
930301,930301-US60-10,"TRAY PERF W/FEET MED 3/4, 405x252x40mm",TRUE
930400,930400-US60-10,SILICONE MAT PERFORATED MED 370x235mm,TRUE
940100,940100-US60-10,"CONTAINER BOTTOM LG 1/1, 580x280x135mm",TRUE
940200,940200-US60-10,"LID LG 1/1, 580x280mm PERFORATED SILVER",TRUE
940300,940300-US60-10,"TRAY PERF W/FEET LG 1/1, 539x252x110mm",TRUE
940301,940301-US60-10,"TRAY PERF W/FEET LG 1/1, 539x252x40mm",TRUE
940400,940400-US60-10,SILICONE MAT PERFORATED LG 500x235mm,TRUE
960360,960360-US60-10,"TRAY INSTRUMENT 9.0"" X 5"" X 2""",TRUE
960364,960364-US60-10,"TRAY INSTRUMENT 12.75"" X 7.75"" X 2.25""",TRUE
960450,960450-US60-10,"TRAY INSTRUMENT 16.75"" X 9.25"" X 2.5""",TRUE
970002,970002-US60-10,"CRADLE FOR SILICONE HOLDER, 4 EACH",TRUE
970003,970003-US60-10,"CRADLE FOR 4 SILICONE HOLDERS, 1 EACH",TRUE
970008,970008-US60-10,"EXTRA TRAY FEET, 4 EACH",TRUE
970010,970010-US60-10,"SILICONE HOLDER 8x26x40mm, OPEN.",TRUE
970020,970020-US60-10,"SILICONE HOLDER 8x26x40mm, CLOSED",TRUE
970030,970030-US60-10,"SILICONE HOLDER 8x26x40mm, CLOSED BARBED",TRUE
970040,970040-US60-10,"EXTRA CRADLE FIXATION CLIPS, 4 EACH",TRUE
970600,970600-US60-10,"METAL IDENTIFICATION LABEL, SILVER",TRUE
970601,970601-US60-10,"METAL IDENTIFICATION LABEL, YELLOW",TRUE
970602,970602-US60-10,"METAL IDENTIFICATION LABEL, RED",TRUE
970603,970603-US60-10,"METAL IDENTIFICATION LABEL, BLUE",TRUE
970604,970604-US60-10,"METAL IDENTIFICATION LABEL, GREEN",TRUE
970605,970605-US60-10,"METAL IDENTIFICATION LABEL, BLACK",TRUE
970700,970700-US60-10,FILTER HOLDER FOR S/M/L PAPER FILTER,TRUE
970701,970701-US60-10,"PAPER FILTERS 100/pk FOR S,M,L CONTAINER",TRUE
970702,970702-US60-10,"PAPER FILTERS 500/pk FOR S,M,L CONTAINER",TRUE
971000,971000-US60-10,"METAL ID LABEL, CUSTOM ENGRAVE, SILVER",TRUE
971001,971001-US60-10,"METAL ID LABEL, CUSTOM ENGRAVE, YELLOW",TRUE
971002,971002-US60-10,"METAL ID LABEL, CUSTOM ENGRAVE, RED",TRUE
971003,971003-US60-10,"METAL ID LABEL, CUSTOM ENGRAVE, BLUE",TRUE
971004,971004-US60-10,"METAL ID LABEL, CUSTOM ENGRAVE, GREEN",TRUE
971005,971005-US60-10,"METAL ID LABEL, CUSTOM ENGRAVE, BLACK",TRUE
971010,971010-US60-10,"TRAY TAG CLIPS, METAL",TRUE
979000,979000-US60-10,PLASTIC SECURITY SEAL 100/pk,TRUE
1037804,1037804-US60-10,DECANN STOPPER 4 1/4 CLOSURE,TRUE
1037805,1037805-US60-10,DECANN STOPPER 5 1/4 CLOSURE,TRUE
1037806,1037806-US60-10,DECANN STOPPER 6 1/4 CLOSURE,TRUE
1037807,1037807-US60-10,DECANN STOPPER 7 1/4 CLOSURE,TRUE
1037810,1037810-US60-10,DECANN STOPPER 0 1/2 CLOSURE,TRUE
1037815,1037815-US60-10,DECANN STOPPER 5 1/2 CLOSURE,TRUE
1037816,1037816-US60-10,DECANN STOPPER 6 1/2 CLOSURE,TRUE
1037817,1037817-US60-10,DECANN STOPPER 7 1/2 CLOSURE,TRUE
1037818,1037818-US60-10,DECANN STOPPER 8 1/2 CLOSURE,TRUE
1037820,1037820-US60-10,DECANN STOPPER 0 3/4 CLOSURE,TRUE
1037826,1037826-US60-10,DECANN STOPPER 6 3/4 CLOSURE,TRUE
1037827,1037827-US60-10,DECANN STOPPER 7 3/4 CLOSURE,TRUE
1037828,1037828-US60-10,DECANN STOPPER 8 3/4 CLOSURE,TRUE
1037829,1037829-US60-10,DECANN STOPPER 9 3/4 CLOSURE,TRUE
1037830,1037830-US60-10,DECANN STOPPER 0 FULL CLOSURE,TRUE
1037831,1037831-US60-10,DECANN STOPPER 1 FULL CLOSURE,TRUE
1037832,1037832-US60-10,DECANN STOPPER 2 FULL CLOSURE,TRUE
1037833,1037833-US60-10,DECANN STOPPER 3 FULL CLOSURE,TRUE
1037834,1037834-US60-10,DECANN STOPPER 4 FULL CLOSURE,TRUE
1037835,1037835-US60-10,DECANN STOPPER 5 FULL CLOSURE,TRUE
1037836,1037836-US60-10,DECANN STOPPER 6 FULL CLOSURE,TRUE
1037837,1037837-US60-10,DECANN STOPPER 7 FULL CLOSURE,TRUE
1037838,1037838-US60-10,DECANN STOPPER 8 FULL CLOSURE,TRUE
1037839,1037839-US60-10,DECANN STOPPER 9 FULL CLOSURE,TRUE
131114A,131114A-US60-10,LANDRENEAU THOR PENNINGTON 70MM ST JAW,TRUE
211116A,211116A-US60-10,"LANDRENEAU THOR MASHER ST THIN,85MM JAW",TRUE
211117A,211117A-US60-10,"LANDRENEAU THOR MASHER CVD THIN,85MM JAW",TRUE
211118A,211118A-US60-10,LANDRENEAU THOR MASHER STR ROUND 85MMJAW,TRUE
211245A,211245A-US60-10,LANDRENEAU THOR MIXTER 45DEG CVD 36MMJAW,TRUE
211290A,211290A-US60-10,LANDRENEAU THOR MEEKER 90DEG CVD 32MMJAW,TRUE
211325A,211325A-US60-10,LANDRENEAU THOR METZ SCISSORS CVD 25MM,TRUE
211603A,211603A-US60-10,LANDRENEAU THOR DEBAKEY STRAIGHT 85MMJAW,TRUE
215558A,215558A-US60-10,LANDRENEAU THOR NH SINGLE ACT ST 5MM DIA,TRUE
306010A,306010A-US60-10,"1/2"" S-RETRACTOR (2 PER SET)",TRUE
342105P,342105P-US60-10,SAUERBRUCH RONGEUR STR 17MM,TRUE
351803DG,351803DG-US60-10,DEBAKY-DIETHRICH FORCEP W/DIAMAGRIP,TRUE
351901DG,351901DG-US60-10,GERALD FORCEP W/DIAMAGRIP,TRUE
352103P,352103P-US60-10,"SCIS DEMARTEL ANG FLAT BLADES B/B 7""",TRUE
